tau_cal_0,tau_cal_1,tau_cal_2,tau_cal_3,tau_cal_4,tau_cal_5,tau_cal_6,tau_cal_7,tau_cal_8,tau_cal_9,tau_cal_10,tau_cal_11,tau_est_0,tau_est_1,tau_est_2,tau_est_3,tau_est_4,tau_est_5,tau_est_6,tau_est_7,tau_est_8,tau_est_9,tau_est_10,tau_est_11,joint_pos_0,joint_pos_1,joint_pos_2,joint_pos_3,joint_pos_4,joint_pos_5,joint_pos_6,joint_pos_7,joint_pos_8,joint_pos_9,joint_pos_10,joint_pos_11,joint_pos_target_0,joint_pos_target_1,joint_pos_target_2,joint_pos_target_3,joint_pos_target_4,joint_pos_target_5,joint_pos_target_6,joint_pos_target_7,joint_pos_target_8,joint_pos_target_9,joint_pos_target_10,joint_pos_target_11,joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,joint_vel_7,joint_vel_8,joint_vel_9,joint_vel_10,joint_vel_11,
4.50223,1.50807,-3.34318,-1.56933,-3.97139,2.42419,-2.87809,-5.85299,6.92707,6.72696,-0.119299,-2.80264,0,0,0,0,0,0,0,0,0,0,0,0,-0.238824,-0.292915,0.302444,0.0488841,1.06166,0.713281,1.02778,1.23094,-1.54317,-1.06751,-1.13674,-1.12267,-0.0696356,-0.240169,0.172982,-0.00823116,0.907315,0.798567,0.916999,0.992601,-1.26404,-0.755131,-1.14742,-1.21261,-0.545014,-0.378842,0.213253,0.28289,0.225454,-0.584097,0.217037,-0.210857,0.102523,2.16518,-0.295381,1.10808,
4.41856,2.016,-2.96371,-1.60368,-5.05779,2.2018,-3.15205,-5.64916,7.1128,6.26053,0.758554,-2.45356,0,0,0,0,0,0,0,0,0,0,0,0,-0.250659,-0.301249,0.305283,0.0539378,1.06642,0.700936,1.03374,1.2281,-1.54098,-1.02334,-1.14433,-1.1092,-0.086625,-0.229676,0.188296,-0.00611016,0.868979,0.77608,0.914608,0.999939,-1.25415,-0.728036,-1.1226,-1.19878,-0.635411,-0.453347,0.0780803,0.204966,0.243528,-0.646385,0.347502,-0.109675,0.115818,2.24417,-0.430474,0.428339,
4.49707,2.32166,-2.72818,-1.53516,-5.37168,2.18485,-3.05018,-5.18459,7.4551,4.37892,1.03131,-2.36761,0,0,0,0,0,0,0,0,0,0,0,0,-0.264546,-0.311152,0.305885,0.0574359,1.07112,0.686177,1.04024,1.22431,-1.53866,-0.975231,-1.15272,-1.09997,-0.0980468,-0.22775,0.196883,-0.000458114,0.860099,0.758339,0.922816,1.01153,-1.23835,-0.753219,-1.11805,-1.18671,-0.669197,-0.473252,0.00625305,0.175623,0.192533,-0.761634,0.229373,-0.270074,0.105399,2.34273,-0.329277,0.398203,
4.33218,2.80303,-2.34928,-1.18672,-5.63637,2.27714,-2.53511,-4.4861,8.45687,0.621223,0.975145,-1.80889,0,0,0,0,0,0,0,0,0,0,0,0,-0.278353,-0.321003,0.304998,0.0606562,1.07437,0.670342,1.04261,1.21685,-1.53732,-0.929169,-1.1574,-1.09413,-0.119339,-0.219179,0.209026,0.015904,0.851863,0.745406,0.94161,1.02814,-1.19889,-0.859904,-1.12141,-1.16298,-0.713669,-0.514856,-0.100036,0.135835,0.1473,-0.801059,0.0201232,-0.46301,0.00774742,2.22083,-0.150785,0.174959,
3.8013,2.78213,-1.90413,-0.142911,-4.72719,1.56662,-2.04789,-3.15116,9.86133,-3.11662,0.903518,-0.150034,0,0,0,0,0,0,0,0,0,0,0,0,-0.29376,-0.325828,0.301349,0.061728,1.07765,0.665355,1.04128,1.20469,-1.53946,-0.903807,-1.15919,-1.08809,-0.156949,-0.211326,0.220069,0.0551769,0.892223,0.738525,0.957115,1.06578,-1.14929,-1.03048,-1.12394,-1.0878,-0.762051,0.16084,-0.255712,-0.0417336,0.1829,0.525238,-0.112464,-0.643199,-0.214166,-0.100253,-0.044931,0.314708,
1.98623,3.31021,-2.1792,-0.119195,-4.38201,-1.53471,-2.49366,-1.40937,9.69684,-7.04439,0.0410576,1.60401,0,0,0,0,0,0,0,0,0,0,0,0,-0.308512,-0.306052,0.295998,0.0588458,1.08227,0.697977,1.03955,1.19017,-1.54533,-0.965487,-1.16041,-1.06913,-0.243397,-0.133471,0.203598,0.0501191,0.912538,0.678992,0.939516,1.11975,-1.16366,-1.33134,-1.16089,-0.979392,-0.71669,2.00863,-0.261573,-0.197947,0.277296,2.12017,-0.0142127,-0.702079,-0.309911,-4.2039,-0.10579,1.27899,
1.78993,2.34424,-2.04561,0.0703621,-5.4597,-3.43478,-2.89397,-0.517682,8.00887,-3.0946,-1.16413,2.61295,0,0,0,0,0,0,0,0,0,0,0,0,-0.326697,-0.26073,0.2863,0.0503982,1.08878,0.761244,1.03921,1.1758,-1.55351,-1.12946,-1.16243,-1.04404,-0.273836,-0.105735,0.192641,0.0424209,0.876801,0.675917,0.923297,1.14113,-1.24173,-1.45468,-1.21086,-0.916356,-0.936769,3.06127,-0.591708,-0.539593,0.320262,2.60324,-0.00786019,-0.698379,-0.428624,-10.0718,-0.0932319,1.15832,
3.42737,0.165414,-1.88462,1.12666,-5.20407,-1.48879,-3.31054,-0.716376,6.70366,-0.879804,-2.0051,1.76308,0,0,0,0,0,0,0,0,0,0,0,0,-0.349004,-0.189604,0.270283,0.0353962,1.0953,0.775556,1.03906,1.16204,-1.56287,-1.3053,-1.16448,-1.0221,-0.238059,-0.106978,0.174685,0.0613481,0.893716,0.697254,0.905848,1.11993,-1.30533,-1.49418,-1.24657,-0.931316,-1.30749,3.80043,-1.01067,-0.955735,0.329079,-0.937522,-0.0397267,-0.672669,-0.530293,-7.68469,-0.0945389,1.01296,
5.16919,-1.02392,-1.65137,1.5189,-5.65977,1.21296,-3.25308,-1.48309,6.58914,4.48352,-1.49009,0.555582,0,0,0,0,0,0,0,0,0,0,0,0,-0.379993,-0.115644,0.247083,0.0132169,1.1039,0.727549,1.03638,1.14998,-1.57752,-1.42491,-1.17645,-1.00431,-0.205617,-0.112744,0.159929,0.0518222,0.887915,0.729965,0.899694,1.0808,-1.33302,-1.35118,-1.25461,-0.968773,-1.61963,2.19285,-1.05492,-1.10754,0.520103,-2.30511,-0.328217,-0.49283,-0.953272,-5.28081,-0.927909,0.665877,
6.71337,-1.26162,-1.38776,0.238585,-7.1507,3.13222,-2.98635,-1.98037,7.3573,13.6884,0.682514,-1.45614,0,0,0,0,0,0,0,0,0,0,0,0,-0.408474,-0.114279,0.232138,-0.00233714,1.11804,0.703726,1.03295,1.14122,-1.60261,-1.47577,-1.19577,-0.992623,-0.159314,-0.181227,0.172251,0.00323278,0.84991,0.842301,0.916783,1.05363,-1.33804,-0.952033,-1.18528,-1.03863,-0.968728,-0.824193,-0.2188,-0.198675,0.894909,0.66432,0.164519,-0.418561,-1.4863,-1.1898,-0.840578,0.611748,
7.80593,-1.82676,-2.6662,-1.37205,-8.39214,5.79534,-3.01851,-2.4368,6.82534,16.2287,4.28587,-2.67373,0,0,0,0,0,0,0,0,0,0,0,0,-0.418402,-0.121187,0.241149,0.00780941,1.13857,0.715614,1.04401,1.13886,-1.63033,-1.48752,-1.21701,-0.988903,-0.109624,-0.19576,0.152358,-0.027905,0.821778,0.95766,0.939852,1.04688,-1.37481,-0.835194,-1.06978,-1.09893,-0.172994,-0.0751218,0.892866,0.958378,0.944492,0.511608,0.828921,0.274508,-0.874856,0.158673,-1.21026,-0.153866,
10.0168,-0.247144,-5.28158,-2.48536,-6.51619,8.82849,-3.14835,-2.75399,4.36101,15.1305,6.57166,-2.01583,0,0,0,0,0,0,0,0,0,0,0,0,-0.423013,-0.125914,0.261542,0.0288899,1.15413,0.724652,1.06245,1.15336,-1.63456,-1.46775,-1.23978,-1.01304,-0.029468,-0.1452,0.0687486,-0.0528413,0.903347,1.08478,0.952397,1.06017,-1.45112,-0.83033,-0.993572,-1.12141,-0.356337,-0.470037,0.923506,0.88415,0.493298,0.349457,0.793962,0.848252,0.450191,1.6099,-0.83288,-1.38678,
12.5819,0.770673,-7.85917,-3.33334,-4.29282,9.93563,-2.18735,-2.71154,1.09638,13.2907,8.00311,-1.91301,0,0,0,0,0,0,0,0,0,0,0,0,-0.432478,-0.139322,0.278708,0.0389443,1.15971,0.73007,1.07461,1.16777,-1.61489,-1.42491,-1.24939,-1.03856,0.0605147,-0.123924,-0.0187477,-0.0928255,0.990343,1.1316,0.995962,1.06904,-1.54333,-0.842501,-0.932826,-1.13822,-0.514126,-0.771415,0.845566,0.0781847,0.117371,0.205082,0.442122,0.486313,1.38547,2.53903,-0.178003,-1.15679,
15.5089,0.655262,-10.7275,-3.56456,-3.9637,10.4087,-0.676951,-1.57943,-3.23531,12.3081,8.63015,-2.16159,0,0,0,0,0,0,0,0,0,0,0,0,-0.442264,-0.155345,0.297165,0.0275056,1.16069,0.733385,1.08001,1.16872,-1.58095,-1.36634,-1.24649,-1.06267,0.173463,-0.142557,-0.112982,-0.139351,1.00367,1.1525,1.05553,1.09596,-1.67683,-0.816298,-0.893943,-1.17374,-0.2315,-0.671124,0.947636,-1.21371,0.0763785,0.138184,0.129902,-0.479408,1.67691,2.88615,0.367018,-1.23031,
13.3906,1.11174,-12.0924,-1.3913,-5.23401,7.75601,0.883443,-0.355769,-4.87372,15.0064,10.3632,-1.76768,0,0,0,0,0,0,0,0,0,0,0,0,-0.41043,-0.166548,0.31741,-0.0114197,1.17178,0.743262,1.08036,1.14718,-1.5668,-1.30944,-1.23577,-1.10407,0.20232,-0.133869,-0.147743,-0.124003,0.984344,1.07425,1.11417,1.09658,-1.77147,-0.654502,-0.807813,-1.22754,3.85642,-0.589493,0.927195,-2.84658,1.09625,1.03728,-0.0763369,-1.81846,-0.486126,2.73391,0.671811,-2.63833,
6.29657,2.58411,-10.1314,1.31927,-4.65789,4.92753,0.96367,-0.66664,-1.26415,16.886,9.69776,-0.757788,0,0,0,0,0,0,0,0,0,0,0,0,-0.266201,-0.18098,0.333129,-0.0730082,1.1773,0.760354,1.07413,1.10389,-1.60902,-1.25793,-1.21627,-1.17081,0.188926,-0.0955862,-0.0622231,-0.0752554,0.952751,0.964879,1.10206,1.03597,-1.7278,-0.541419,-0.804381,-1.2701,10.1632,-0.898521,0.495228,-2.75089,-1.91163,0.371167,-0.531012,-2.06234,-3.4106,2.05371,1.19887,-3.44927,
-2.05117,5.67714,-4.84798,2.11948,-2.79524,-1.8052,-0.190045,-4.09856,2.66586,14.1689,5.40685,-1.37815,0,0,0,0,0,0,0,0,0,0,0,0,-0.032744,-0.21403,0.330673,-0.123856,1.07656,0.770701,1.059,1.06834,-1.66137,-1.21662,-1.18573,-1.2265,0.116668,-0.0286186,0.129388,-0.0722469,0.825817,0.70957,1.03403,0.876042,-1.58494,-0.601381,-0.934314,-1.33361,11.5729,-2.08373,-0.368303,-1.65848,-6.94646,0.553838,-0.868354,-1.41771,-1.51037,2.42404,1.75734,-2.59908,
-5.7591,6.70229,-3.29786,1.88864,-0.574801,-7.93582,-0.0797296,-4.13764,3.6884,8.18871,1.82162,0.925731,0,0,0,0,0,0,0,0,0,0,0,0,0.155627,-0.264618,0.320239,-0.137215,0.928816,0.780071,1.04275,1.03799,-1.66789,-1.148,-1.14647,-1.26593,0.0582743,-0.0407309,0.184705,-0.0506231,0.757335,0.466488,1.02733,0.827706,-1.46116,-0.736511,-1.03659,-1.25997,6.65058,-2.21022,-0.180976,0.552323,-7.42446,0.192463,-0.611145,-2.23895,2.95954,4.19711,1.85052,-1.55367,
-5.43176,4.47385,-5.55852,2.65905,2.12509,-7.73925,-0.935296,-7.08047,4.36728,-0.588267,2.56796,0.844563,0,0,0,0,0,0,0,0,0,0,0,0,0.236389,-0.303455,0.333731,-0.128417,0.77427,0.771275,1.03418,1.07293,-1.57192,-1.0084,-1.10397,-1.24837,0.0249214,-0.138787,0.133496,-0.00268663,0.765484,0.443117,0.993249,0.814572,-1.3016,-0.907947,-0.97237,-1.16818,0.290151,-0.714297,1.10531,0.968399,-4.68947,-0.929373,-0.176124,1.24287,4.78127,6.19935,1.44419,2.32001,
-5.57097,4.45172,-4.63909,4.35976,2.71671,-4.75623,0.0789417,-3.75734,9.81154,-7.57091,1.18374,0.842813,0,0,0,0,0,0,0,0,0,0,0,0,0.202949,-0.317094,0.350706,-0.111286,0.704475,0.74748,1.02584,1.08211,-1.45819,-0.889589,-1.07248,-1.1904,-0.05386,-0.155967,0.173181,0.0751154,0.825705,0.528367,1.01122,0.922585,-1.06921,-1.09637,-0.988284,-1.08777,-1.69849,-0.847084,0.401943,0.600546,0.628057,-1.4432,-0.888618,-0.461445,-0.174238,4.80278,1.84257,3.4459,
-7.81035,3.89651,-3.39447,8.56005,3.61617,-2.31734,-0.0812087,-0.568302,13.7306,-6.74036,-2.65114,3.08676,0,0,0,0,0,0,0,0,0,0,0,0,0.164532,-0.323906,0.338819,-0.112397,0.741173,0.729745,1.00855,1.06384,-1.51131,-0.93602,-1.03736,-1.11603,-0.190384,-0.151549,0.174543,0.218869,0.9197,0.611592,0.999641,1.02486,-1.00586,-1.33326,-1.12141,-0.925288,-2.12514,0.824839,-1.42484,-0.556835,1.69401,-1.27298,-0.282966,-0.812438,-2.18884,-6.3814,1.09967,3.36348,
-8.95502,3.55125,-2.2724,9.10273,1.40459,-1.24386,-1.93342,-2.54954,12.9043,-3.95997,-2.62477,4.61285,0,0,0,0,0,0,0,0,0,0,0,0,0.12258,-0.310736,0.2936,-0.123719,0.776543,0.726425,1.02362,1.05352,-1.55121,-1.11989,-1.06244,-1.05558,-0.272729,-0.118857,0.156543,0.234017,0.870072,0.66456,0.975539,0.948797,-1.06995,-1.49999,-1.20967,-0.815643,-1.85543,2.49144,-2.30806,-0.31864,1.8673,-0.605516,1.46304,-0.136924,-1.74544,-11.0853,-2.11189,2.7712,
-7.22935,0.866444,-1.10906,8.76596,-0.000332057,0.6589,-2.31323,-4.75201,11.6529,-0.308237,-2.18218,3.60793,0,0,0,0,0,0,0,0,0,0,0,0,0.0830425,-0.230931,0.245293,-0.128763,0.816097,0.692276,1.05657,1.05614,-1.58286,-1.33818,-1.11642,-0.999618,-0.246773,-0.103103,0.156212,0.21639,0.852537,0.673213,0.988494,0.869199,-1.14402,-1.54748,-1.25791,-0.800268,-2.03209,4.65849,-2.23596,-0.274277,1.82266,-2.27091,1.22254,0.157031,-1.36399,-9.84893,-2.70987,2.75162,
-3.75412,-1.07529,-0.454055,7.57417,-0.198847,2.56373,-1.90977,-6.13329,10.4038,1.79238,-1.71571,0.753247,0,0,0,0,0,0,0,0,0,0,0,0,0.0385181,-0.136624,0.204438,-0.133326,0.851156,0.63465,1.06882,1.05843,-1.60928,-1.48096,-1.1728,-0.941878,-0.158671,-0.0878649,0.151101,0.16707,0.877033,0.677189,0.991578,0.813198,-1.22012,-1.51214,-1.29587,-0.85058,-2.35121,4.58853,-1.75872,-0.128543,1.69153,-3.00048,-0.0424664,0.00524155,-1.34949,-5.14401,-2.72223,3.0584,
-0.0793667,-1.61089,-0.522378,4.61079,-0.924214,2.21605,-1.72527,-7.21823,9.51888,7.94726,-0.907313,-3.16813,0,0,0,0,0,0,0,0,0,0,0,0,-0.0131259,-0.0610321,0.174669,-0.132987,0.88676,0.589069,1.05493,1.05804,-1.63983,-1.54411,-1.22933,-0.875944,-0.0652135,-0.0941357,0.133,0.0557053,0.884711,0.683126,0.962855,0.767989,-1.29195,-1.29348,-1.3181,-0.938831,-2.44565,1.5666,-1.03869,0.213026,1.74593,0.270748,-1.15341,-0.065852,-1.64368,-3.36335,-2.62375,3.19192,
1.79897,0.920368,-2.05373,1.1379,-1.00348,1.60544,-2.43465,-6.57119,9.47668,12.6006,0.583151,-5.43367,0,0,0,0,0,0,0,0,0,0,0,0,-0.0550399,-0.0850389,0.167409,-0.114727,0.926184,0.634414,1.03134,1.06489,-1.67768,-1.58046,-1.27544,-0.837733,-0.0095583,-0.0804607,0.0939801,-0.0364161,0.926072,0.750295,0.920164,0.81907,-1.33468,-1.09151,-1.28602,-1.05539,-1.32386,-1.61183,0.436033,1.63973,2.00134,2.58313,-0.689686,0.851548,-1.80324,-0.753512,-1.69576,-0.0155055,
2.54285,1.72709,-3.94356,-0.813961,-1.89219,1.08519,-2.34063,-4.51244,8.00755,14.0537,2.92168,-6.24195,0,0,0,0,0,0,0,0,0,0,0,0,-0.0724293,-0.107078,0.191406,-0.0853959,0.967853,0.68436,1.03255,1.0889,-1.70865,-1.58457,-1.2796,-0.873293,0.0177085,-0.0531387,0.0665676,-0.093074,0.934306,0.775912,0.950587,0.936333,-1.41259,-1.01644,-1.15286,-1.17669,-0.578802,-0.757241,1.64518,1.24402,2.107,2.40726,0.583327,1.39628,-1.21184,0.298931,0.493868,-2.68612,
3.45055,1.85993,-5.334,-0.860448,-3.82831,0.914541,-1.42555,-4.16756,6.32643,12.8345,6.08263,-4.7378,0,0,0,0,0,0,0,0,0,0,0,0,-0.0846238,-0.121934,0.224957,-0.069159,1.01064,0.732059,1.04929,1.1274,-1.72434,-1.56752,-1.27096,-0.982256,0.0409432,-0.0617214,0.0416941,-0.0991236,0.895996,0.81122,1.01032,0.994715,-1.47736,-1.02928,-1.01908,-1.29085,-0.622757,-0.709246,1.50484,0.222661,1.92456,2.12895,0.90239,1.70111,-0.304101,1.24264,0.428836,-5.9542,
4.40276,1.45442,-5.819,-0.15759,-5.27719,0.696975,-0.448889,-4.08547,4.96976,10.6603,7.45637,-3.93298,0,0,0,0,0,0,0,0,0,0,0,0,-0.0997529,-0.138194,0.250822,-0.0733407,1.04556,0.771021,1.06478,1.15353,-1.72242,-1.53597,-1.25737,-1.10952,0.0584409,-0.0986648,0.0398145,-0.0969617,0.865852,0.834739,1.05905,1.00265,-1.51491,-1.07294,-0.940345,-1.39388,-0.895835,-0.932413,1.08762,-0.865869,1.56898,1.79193,0.611276,0.627307,0.435497,1.83047,0.938695,-6.35191,
5.01546,0.91571,-5.45423,0.585131,-5.75839,0.0984278,0.390496,-3.75124,4.15506,8.59425,6.58744,-3.14863,0,0,0,0,0,0,0,0,0,0,0,0,-0.119487,-0.158353,0.270644,-0.0929399,1.07425,0.804358,1.07098,1.15094,-1.70768,-1.49317,-1.22931,-1.2373,0.0610062,-0.142046,0.0682483,-0.0976945,0.867854,0.83692,1.08706,0.978633,-1.5233,-1.10605,-0.932353,-1.47506,-1.00624,-1.01609,0.788657,-1.40799,1.19703,1.43126,0.0227586,-1.11295,0.909242,2.16751,1.67276,-5.59037,
4.96968,0.176953,-5.13738,1.18269,-6.09697,-0.985821,0.583259,-2.525,3.88278,6.53564,4.90641,-1.60646,0,0,0,0,0,0,0,0,0,0,0,0,-0.137994,-0.176799,0.287896,-0.116929,1.09703,0.830987,1.06677,1.10708,-1.68632,-1.44519,-1.18858,-1.35454,0.0452367,-0.184988,0.0992086,-0.0898314,0.873437,0.814444,1.08321,0.947837,-1.50916,-1.13647,-0.949837,-1.51774,-0.777828,-0.763348,0.840378,-1.01049,1.01418,1.1445,-0.34482,-2.91202,1.09241,2.36493,2.12447,-4.94715,
3.98941,-1.00511,-4.57293,2.44642,-6.41213,-1.92661,-0.159567,-0.411787,4.95746,4.63342,2.95878,1.30595,0,0,0,0,0,0,0,0,0,0,0,0,-0.151511,-0.189837,0.305225,-0.126807,1.11669,0.852062,1.05853,1.03768,-1.66374,-1.3971,-1.1441,-1.44201,-0.00504947,-0.242557,0.138769,-0.032002,0.879587,0.795051,1.04343,0.946113,-1.44229,-1.16366,-0.980204,-1.46544,-0.655741,-0.625773,0.823084,-0.152607,0.968969,1.00266,-0.435789,-3.75457,1.15755,2.40513,2.27732,-3.78381,
2.02275,-1.55613,-4.27307,5.07394,-7.75027,-3.09418,-0.848035,0.557276,7.63298,3.39282,-0.784407,3.50955,0,0,0,0,0,0,0,0,0,0,0,0,-0.165963,-0.203626,0.32114,-0.135819,1.13733,0.873044,1.05047,0.986653,-1.63869,-1.34698,-1.09667,-1.47536,-0.0990034,-0.279135,0.164956,0.0540068,0.847367,0.769064,1.00914,1.00005,-1.3097,-1.16388,-1.08292,-1.32893,-0.697511,-0.663187,0.7369,-0.656569,1.00221,0.989323,-0.370257,-0.444795,1.18321,2.36942,2.25598,0.3021,
-0.211531,-0.596845,-3.88476,6.68286,-7.32444,-3.54383,-0.941874,1.98178,10.9683,-1.13778,-2.75633,7.31238,0,0,0,0,0,0,0,0,0,0,0,0,-0.178959,-0.215829,0.32514,-0.132947,1.15611,0.890565,1.05087,1.01188,-1.61523,-1.29932,-1.06923,-1.46234,-0.200401,-0.251752,0.158892,0.142791,0.880277,0.763648,1.02388,1.12546,-1.15303,-1.29633,-1.17043,-1.15132,-0.649022,-0.602472,-0.542894,0.421155,0.857371,0.741846,0.534179,1.71543,1.17361,2.42546,0.452615,0.926573,
-2.94984,1.80511,-2.6304,6.99889,-7.23122,-3.61968,-1.50532,3.92983,12.7344,-6.64043,-2.53927,9.39801,0,0,0,0,0,0,0,0,0,0,0,0,-0.191441,-0.228135,0.294548,-0.123321,1.17182,0.892924,1.07431,1.04071,-1.59068,-1.25952,-1.10008,-1.43643,-0.319252,-0.164899,0.151442,0.167711,0.896121,0.728979,1.03945,1.21967,-1.05835,-1.50992,-1.25159,-1.03051,-0.490865,-0.448396,-1.89451,0.553795,0.677527,-0.95789,1.26773,1.08805,1.14744,0.760805,-2.49686,1.49997,
-4.6735,1.32761,-0.766677,6.51203,-8.93935,-3.65137,-2.33569,3.98589,12.6342,-2.98725,-2.84363,10.0586,0,0,0,0,0,0,0,0,0,0,0,0,-0.19906,-0.218266,0.252466,-0.109965,1.18372,0.872478,1.09767,1.05822,-1.56623,-1.34329,-1.16575,-1.40139,-0.391944,-0.136542,0.180946,0.165867,0.83651,0.694309,1.02212,1.23316,-1.03337,-1.60919,-1.34952,-0.960139,-0.297218,1.43096,-2.04267,0.767541,0.518211,-1.6057,0.893512,0.775102,1.37448,-7.32042,-3.50166,1.94547,
-3.42568,0.53286,0.136936,5.40071,-10.094,-2.05894,-2.47133,1.87594,9.88876,0.251768,-4.60219,6.26507,0,0,0,0,0,0,0,0,0,0,0,0,-0.207063,-0.179346,0.211611,-0.0943957,1.19161,0.806479,1.10439,1.07411,-1.53123,-1.48564,-1.24777,-1.35688,-0.354395,-0.114695,0.182813,0.135292,0.792547,0.63775,0.99635,1.1644,-1.09685,-1.6017,-1.51609,-1.06105,-0.515227,2.16684,-1.71377,0.682952,0.234833,-4.31856,-0.459119,0.762755,1.94146,-6.30651,-4.2116,2.26105,
-0.904864,0.387038,1.28407,3.16454,-9.58945,1.14021,-2.34901,-0.958436,6.77432,1.93109,-2.27005,2.548,0,0,0,0,0,0,0,0,0,0,0,0,-0.220318,-0.136545,0.175017,-0.0815759,1.19412,0.700476,1.09082,1.09089,-1.48784,-1.56485,-1.36613,-1.31052,-0.271675,-0.0785207,0.189105,0.0582492,0.811564,0.630522,0.965632,1.07036,-1.17099,-1.53217,-1.5983,-1.16144,-0.758165,2.12715,-1.86373,0.662179,0.0511625,-5.77811,-1.56162,0.889956,2.29376,-2.22862,-7.06843,2.35792,
2.45105,-0.402394,1.16936,0.695952,-9.34011,2.97597,-0.890938,-2.86415,4.34808,4.2309,0.819683,0.206768,0,0,0,0,0,0,0,0,0,0,0,0,-0.236122,-0.0912874,0.1466,-0.0645667,1.19588,0.590381,1.0306,1.11281,-1.43913,-1.57148,-1.49592,-1.26231,-0.151642,-0.0623145,0.1769,-0.0167886,0.825554,0.622724,0.919893,1.02183,-1.21981,-1.37867,-1.5748,-1.2098,-0.6781,2.25343,-0.823682,0.997001,0.163946,-4.33479,-3.75329,1.17927,2.26963,1.17838,-5.58342,2.21202,
6.159,-1.36406,-0.392689,-2.15214,-6.4868,3.39686,1.78543,-4.25772,0.774001,4.43694,4.19002,-1.43897,0,0,0,0,0,0,0,0,0,0,0,0,-0.248647,-0.0511576,0.139206,-0.0418115,1.2017,0.524054,0.942446,1.13906,-1.39603,-1.49737,-1.56104,-1.22038,-0.0133545,-0.0697043,0.120784,-0.102658,0.950779,0.61495,0.922134,0.996647,-1.3249,-1.20786,-1.42388,-1.23789,-0.553366,1.80078,-0.135691,1.26196,0.427406,-2.24893,-4.58646,1.39499,2.00848,5.60163,-1.52173,2.00212,
10.041,-3.7885,-3.18041,-3.19713,-7.09211,2.593,5.6834,-4.11624,-2.97789,10.5086,6.79165,0.109575,0,0,0,0,0,0,0,0,0,0,0,0,-0.257336,-0.0500945,0.136454,-0.018066,1.21582,0.553835,0.855983,1.16493,-1.36102,-1.47609,-1.5294,-1.18714,0.148015,-0.213511,0.0114869,-0.123047,0.950863,0.719596,1.02144,1.01836,-1.45243,-1.07452,-1.17858,-1.16435,0.185503,-0.593814,0.112456,1.14519,0.936515,3.10208,-3.09417,0.903646,1.38491,-0.938383,3.95767,0.920365,
7.98634,-2.49856,-4.25304,-4.70755,-7.22635,0.717983,5.07801,-3.74644,-3.41067,11.8467,10.2695,-2.8072,0,0,0,0,0,0,0,0,0,0,0,0,-0.226958,-0.0531233,0.161951,0.0128443,1.23301,0.613511,0.865343,1.18141,-1.34999,-1.49271,-1.51261,-1.16359,0.150614,-0.161157,0.0172884,-0.143814,0.950943,0.699727,1.08685,1.04429,-1.49753,-1.03858,-1.0921,-1.23906,2.90589,-0.404539,1.27296,1.58219,0.349079,2.87483,0.919227,0.636693,-0.555766,-0.987105,0.486855,1.84099,
5.42636,-0.303092,-3.11144,-2.48856,-6.93002,-2.3381,6.18091,-2.79342,-2.99144,15.2159,11.1277,-2.9592,0,0,0,0,0,0,0,0,0,0,0,0,-0.150823,-0.0771926,0.171866,0.0160401,1.22376,0.673228,0.87727,1.18627,-1.37437,-1.51693,-1.49444,-1.1437,0.158783,-0.123007,0.0452956,-0.119159,0.919503,0.636752,1.13332,1.06972,-1.52627,-0.93269,-1.02925,-1.28259,4.62761,-1.68454,-0.105646,-1.78284,-1.35279,2.85242,0.440546,-0.240548,-1.61234,-1.22,1.00433,-1.026,
1.25203,0.338303,-2.04094,-0.0537736,-5.24744,-5.66603,5.75199,-2.70924,-2.06927,16.9528,10.4145,-2.68357,0,0,0,0,0,0,0,0,0,0,0,0,-0.0271033,-0.110609,0.170533,-0.0348336,1.16501,0.728376,0.885795,1.17442,-1.40724,-1.53533,-1.47443,-1.18892,0.170272,-0.127233,0.0920174,-0.0951529,0.858047,0.554822,1.12529,1.04733,-1.53193,-0.867542,-1.0391,-1.34577,7.36471,-1.50778,0.15609,-2.90842,-4.85346,2.65437,0.470869,-0.936059,-2.09567,-0.516128,0.93732,-2.47549,
-0.936799,0.628975,-2.37174,0.652875,-2.88876,-7.60258,4.26367,-3.21851,-1.83089,15.7256,10.9073,-3.25011,0,0,0,0,0,0,0,0,0,0,0,0,0.115875,-0.137689,0.180532,-0.0863145,1.02287,0.7804,0.897922,1.15435,-1.45957,-1.53091,-1.45631,-1.25239,0.191877,-0.132822,0.102411,-0.0966542,0.74993,0.522029,1.08247,1.00816,-1.5853,-0.882845,-1.00424,-1.43887,5.67366,-1.01461,0.837484,-1.82273,-7.8693,2.28658,0.700019,-0.872535,-2.6246,0.952139,0.788832,-2.82377,
-0.783427,0.732033,-3.58218,0.016669,-0.630888,-8.45702,3.52138,-3.96905,0.393465,12.4011,11.4476,-2.27308,0,0,0,0,0,0,0,0,0,0,0,0,0.190553,-0.154561,0.201902,-0.110071,0.869191,0.821804,0.914172,1.14193,-1.51629,-1.49685,-1.44102,-1.30857,0.202688,-0.139361,0.0836569,-0.11713,0.691916,0.519995,1.07013,0.963661,-1.56497,-0.954863,-0.965915,-1.48826,2.17361,-0.7041,1.25212,-0.38632,-7.60198,1.82356,0.755268,-0.975475,-3.22106,2.29694,0.859828,-4.4388,
