tau_cal_0,tau_cal_1,tau_cal_2,tau_cal_3,tau_cal_4,tau_cal_5,tau_cal_6,tau_cal_7,tau_cal_8,tau_cal_9,tau_cal_10,tau_cal_11,tau_est_0,tau_est_1,tau_est_2,tau_est_3,tau_est_4,tau_est_5,tau_est_6,tau_est_7,tau_est_8,tau_est_9,tau_est_10,tau_est_11,joint_pos_0,joint_pos_1,joint_pos_2,joint_pos_3,joint_pos_4,joint_pos_5,joint_pos_6,joint_pos_7,joint_pos_8,joint_pos_9,joint_pos_10,joint_pos_11,joint_pos_target_0,joint_pos_target_1,joint_pos_target_2,joint_pos_target_3,joint_pos_target_4,joint_pos_target_5,joint_pos_target_6,joint_pos_target_7,joint_pos_target_8,joint_pos_target_9,joint_pos_target_10,joint_pos_target_11,joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,joint_vel_7,joint_vel_8,joint_vel_9,joint_vel_10,joint_vel_11,
-1.25068,-3.19984,-0.0422989,4.92821,-1.49084,-6.27875,-1.69201,4.16882,9.25893,-4.26853,-2.14854,8.1479,0,0,0,0,0,0,0,0,0,0,0,0,0.0725287,-0.0632974,0.0790518,-0.0902811,0.748723,1.01651,1.10316,0.811201,-1.48464,-1.32044,-1.18642,-1.47733,0.0283247,-0.196401,0.0775356,0.108152,0.735573,0.750654,1.04777,1.01511,-1.1215,-1.51224,-1.22833,-1.14761,0.291158,-0.255491,0.00878562,0.0652313,2.32419,-0.735455,0.614649,1.85761,-0.360649,-1.0531,2.20159,0.190177,
-3.23554,-1.90882,0.0222812,4.95539,-2.4579,-3.17932,-1.93267,4.35477,9.69533,-2.54551,-2.7377,9.67958,0,0,0,0,0,0,0,0,0,0,0,0,0.0792115,-0.0807992,0.0734048,-0.0893508,0.79414,0.973209,1.11378,0.844079,-1.49378,-1.37769,-1.17728,-1.4717,-0.0440216,-0.19647,0.0628728,0.108425,0.740467,0.760004,1.03798,1.04875,-1.1164,-1.55978,-1.30963,-1.07869,0.309425,-1.96593,-0.571166,-0.0219743,2.23216,-4.30159,0.0751356,1.52391,-0.521863,-4.0138,-1.14197,0.291591,
-4.02795,-0.160663,0.294564,5.08147,-4.97168,-1.35212,-2.43103,4.02921,10.3627,-0.115168,-2.79381,9.68762,0,0,0,0,0,0,0,0,0,0,0,0,0.085852,-0.128724,0.062939,-0.0900825,0.840595,0.853851,1.11962,0.875408,-1.50444,-1.46986,-1.22366,-1.46577,-0.0704127,-0.180481,0.0650553,0.111133,0.685152,0.674353,1.02538,1.06652,-1.09877,-1.56583,-1.39261,-1.07303,0.242668,-2.26652,-0.483314,-0.102156,2.17122,-6.2707,0.150174,1.49715,-0.441827,-4.56808,-2.85967,0.261551,
-4.76509,0.924507,1.32993,4.48056,-6.96659,-0.0774698,-1.89542,3.79126,11.4715,1.10801,-2.57029,10.2078,0,0,0,0,0,0,0,0,0,0,0,0,0.0904311,-0.164396,0.0531089,-0.091632,0.882636,0.724739,1.117,0.905757,-1.51037,-1.53508,-1.29484,-1.45998,-0.0960195,-0.151351,0.0969391,0.0865362,0.64446,0.593727,1.03346,1.0881,-1.05434,-1.53535,-1.47509,-1.04508,0.207645,-1.19676,-0.468349,-0.0527014,2.02439,-6.39562,-0.386473,1.53484,-0.141555,-2.22943,-3.87216,0.329786,
-4.07604,0.780848,1.83492,4.15113,-8.42437,1.13419,-1.751,3.01396,11.2169,1.26388,-2.84645,9.91292,0,0,0,0,0,0,0,0,0,0,0,0,0.0936649,-0.17359,0.0462038,-0.0923289,0.922675,0.609594,1.10761,0.939055,-1.50814,-1.56099,-1.36327,-1.45196,-0.0667353,-0.136774,0.117858,0.0738912,0.621712,0.557223,1.0212,1.09291,-1.05207,-1.50435,-1.56141,-1.0471,0.13206,0.279115,-0.0871485,0.00874824,1.8006,-4.88695,-0.818645,1.66461,0.36951,0.304049,-4.21419,0.416795,
-3.14584,-0.17672,1.43284,4.25026,-9.21755,1.45725,-0.690281,1.99487,9.9492,1.9074,-1.69923,9.59892,0,0,0,0,0,0,0,0,0,0,0,0,0.0954127,-0.152773,0.0522924,-0.0919316,0.957482,0.527044,1.07247,0.975804,-1.4933,-1.53765,-1.46536,-1.44225,-0.0301777,-0.129634,0.121695,0.0779918,0.619178,0.526192,0.995318,1.09176,-1.07516,-1.43309,-1.63075,-1.04797,0.0121658,1.51039,0.604477,-0.00434371,1.51991,-2.9571,-2.47715,1.8081,1.00854,1.4131,-4.87102,0.516125,
-1.99045,-1.0431,0.879755,4.01541,-9.24283,1.10578,-0.0385135,0.971263,7.96843,3.06878,-0.305403,8.96328,0,0,0,0,0,0,0,0,0,0,0,0,0.0939115,-0.119819,0.0649192,-0.0931384,0.984943,0.483295,1.01446,1.01207,-1.46741,-1.4905,-1.55645,-1.42999,0.0122179,-0.127414,0.11238,0.0661226,0.640161,0.496245,0.950188,1.08628,-1.11846,-1.30586,-1.65488,-1.0567,-0.103776,1.70645,0.613529,-0.0677739,1.24656,-1.56409,-3.13678,1.76834,1.51094,3.09463,-4.31073,0.737913,
-1.03569,-1.04277,-0.0106557,2.44978,-8.95331,-0.00504231,0.492695,-0.523459,5.05664,8.1957,1.63497,7.08133,0,0,0,0,0,0,0,0,0,0,0,0,0.0936332,-0.106383,0.076593,-0.0926975,1.0085,0.50572,0.946589,1.04516,-1.43249,-1.48842,-1.62399,-1.4091,0.059822,-0.140694,0.0909843,0.0135325,0.670692,0.564756,0.904355,1.05099,-1.19358,-1.19344,-1.60686,-1.09884,0.380829,0.370021,0.740881,0.411937,1.01606,2.96184,-3.09711,1.33876,1.83197,-1.64233,-2.41355,1.3502,
-1.16837,-0.801812,-0.394038,-0.724142,-6.71154,-0.99443,1.18256,-2.50677,1.27353,10.1447,2.07857,2.40534,0,0,0,0,0,0,0,0,0,0,0,0,0.106063,-0.0937226,0.0882229,-0.0793978,1.02579,0.561774,0.88818,1.06741,-1.39105,-1.51233,-1.63538,-1.37507,0.073985,-0.110579,0.0766516,-0.0924347,0.771507,0.575537,0.882522,0.985987,-1.29388,-1.12311,-1.53551,-1.23933,0.732844,0.760811,0.209509,0.796442,0.709106,2.67702,-2.64805,0.942343,2.31149,-0.828627,0.836315,1.97635,
0.0185328,0.143107,-1.36156,-2.49387,-5.90679,-1.56774,2.92111,-3.16726,-4.52464,10.9596,5.62293,-1.04447,0,0,0,0,0,0,0,0,0,0,0,0,0.120048,-0.0790189,0.0806037,-0.0639343,1.03843,0.615741,0.844985,1.08613,-1.33878,-1.52294,-1.59415,-1.33126,0.131445,-0.0619099,0.00897967,-0.151731,0.812744,0.603135,0.93191,0.977722,-1.46749,-1.09057,-1.31203,-1.33142,0.532769,0.569239,-0.858088,0.597877,0.529457,2.50514,-1.49598,0.913942,2.61403,-0.300945,2.86015,2.08102,
1.25994,2.69613,-3.47996,-1.73756,-4.52171,-1.64176,3.5798,-1.9937,-4.43524,12.2258,12.3276,-2.97053,0,0,0,0,0,0,0,0,0,0,0,0,0.126034,-0.070049,0.0710229,-0.059034,1.03647,0.665045,0.848425,1.10242,-1.34211,-1.52645,-1.54249,-1.2975,0.176927,0.0415513,-0.0622818,-0.136611,0.821796,0.648157,1.03491,1.03222,-1.5793,-1.04059,-1.0448,-1.39603,0.0247813,0.187748,0.29468,-0.403702,-1.69012,2.43915,2.16445,0.477423,-2.98905,-0.158676,0.229018,1.01492,
0.728634,3.47869,-4.42641,-0.665873,-2.15786,-3.56964,3.78574,-1.56016,-1.87369,12.5534,12.8867,-1.70419,0,0,0,0,0,0,0,0,0,0,0,0,0.125317,-0.0704258,0.0742785,-0.0728945,0.962893,0.713552,0.887565,1.10367,-1.44293,-1.52911,-1.53284,-1.31852,0.158101,0.0684341,-0.0985731,-0.115065,0.779435,0.614112,1.07177,1.02696,-1.63796,-1.02717,-1.00485,-1.43748,0.181888,-0.0143773,0.210249,-0.776773,-4.85721,2.16731,1.63871,-0.715231,-6.00389,-0.00965138,0.626369,-2.53963,
0.420397,3.40403,-5.33516,-0.697362,-0.51835,-5.10231,3.51961,-0.910969,0.198746,11.3996,11.952,-1.33699,0,0,0,0,0,0,0,0,0,0,0,0,0.128656,-0.0692003,0.080469,-0.0855064,0.847613,0.753833,0.917061,1.07325,-1.5519,-1.52463,-1.51683,-1.37581,0.14478,0.0695981,-0.125136,-0.120599,0.7028,0.587304,1.0851,0.994903,-1.64195,-1.05938,-1.01988,-1.48804,-0.034596,0.131856,0.39009,-0.359893,-6.20396,1.87817,1.36288,-2.09514,-4.8999,0.463347,0.943581,-2.93762,
0.443807,3.40111,-4.66678,-0.943841,1.48285,-4.27385,2.59227,-1.46358,1.76186,8.6626,12.3605,-1.06084,0,0,0,0,0,0,0,0,0,0,0,0,0.119966,-0.0670772,0.0876236,-0.0899241,0.719466,0.79094,0.94505,1.02275,-1.61916,-1.50946,-1.4947,-1.43572,0.121612,0.0693739,-0.0944883,-0.131084,0.663302,0.653556,1.07506,0.911874,-1.58657,-1.1446,-0.977327,-1.53486,-0.805307,0.0203344,0.227978,-0.170288,-5.77393,1.6785,1.31571,-2.61664,-1.89408,0.918168,1.14785,-2.8354,
0.805931,2.8111,-3.91309,-1.1319,2.22996,-4.63518,1.9959,-1.08132,1.73601,7.26275,11.6834,-0.680629,0,0,0,0,0,0,0,0,0,0,0,0,0.0998045,-0.0672209,0.0906893,-0.0921379,0.625236,0.823168,0.971533,0.968086,-1.63319,-1.48807,-1.47022,-1.48101,0.108981,0.042701,-0.0660312,-0.141111,0.635997,0.668813,1.07589,0.864528,-1.54202,-1.17544,-0.97535,-1.55215,-1.15302,-0.126102,-0.00983273,-0.184832,-3.92184,1.55262,1.22599,-3.01522,1.08625,1.10636,1.37679,-2.19561,
1.26879,2.20035,-2.99294,-1.06008,2.26025,-5.42628,1.78454,0.252846,1.53232,6.94814,10.055,0.0834303,0,0,0,0,0,0,0,0,0,0,0,0,0.0748888,-0.0717562,0.0876835,-0.0970708,0.568519,0.855082,0.993494,0.897158,-1.59232,-1.4666,-1.43694,-1.52024,0.102685,0.0107715,-0.0366934,-0.144479,0.626674,0.667992,1.08248,0.835141,-1.48387,-1.17006,-0.99952,-1.54863,-1.14776,-0.274316,-0.232965,-0.250254,-1.61273,1.49809,0.880084,-3.60657,2.35782,0.930833,1.76118,-1.58614,
1.33702,1.43013,-2.30862,-1.02423,1.47243,-6.39213,1.35198,1.07573,1.28976,6.94813,8.06389,0.72446,0,0,0,0,0,0,0,0,0,0,0,0,0.0546664,-0.0766701,0.0834238,-0.0985807,0.559528,0.892337,1.01292,0.816377,-1.53377,-1.4448,-1.39023,-1.54637,0.0992103,-0.0218795,-0.0108369,-0.138332,0.627625,0.666578,1.08161,0.804929,-1.42603,-1.14997,-1.02925,-1.52803,-0.446834,-0.120721,-0.0957942,0.0608869,0.45999,1.4963,0.730914,-2.72383,2.80712,0.84526,1.92125,-0.5321,
1.12182,0.817845,-2.02894,-0.89567,0.59467,-7.2727,0.637188,1.07359,1.28377,7.0423,6.52213,0.821678,0,0,0,0,0,0,0,0,0,0,0,0,0.0515187,-0.0774336,0.0835687,-0.0956063,0.57878,0.923898,1.02835,0.771446,-1.47175,-1.42682,-1.35004,-1.54452,0.0979087,-0.0440149,0.00448333,-0.127334,0.626582,0.663231,1.0689,0.781792,-1.35812,-1.12754,-1.05131,-1.49965,0.0758588,0.0352434,0.103608,0.204954,1.20077,1.51204,0.753225,-1.62986,3.11414,0.879269,1.89219,0.599846,
2.01731,-0.744645,-0.615783,-0.384042,-0.840205,-8.13091,0.0842136,1.45004,5.5015,4.3959,4.74168,0.455876,0,0,0,0,0,0,0,0,0,0,0,0,0.0507409,-0.0781402,0.0846919,-0.0932159,0.630372,0.953716,1.04407,0.749375,-1.49139,-1.40644,-1.31174,-1.52395,0.128758,-0.110227,0.0599808,-0.107222,0.648684,0.657507,1.06388,0.793901,-1.28952,-1.20656,-1.08305,-1.47911,-0.133747,-0.11507,-0.00399389,0.0677951,2.59602,1.45133,0.822154,-0.67379,-0.909856,1.20215,1.95141,1.33018,
1.89523,-1.69712,0.471068,0.63602,-1.08939,-8.60458,-0.666902,1.77407,7.45603,0.854506,2.85114,1.89539,0,0,0,0,0,0,0,0,0,0,0,0,0.0469947,-0.08138,0.0841656,-0.0892746,0.684387,0.983145,1.06259,0.747748,-1.50574,-1.37713,-1.27057,-1.49924,0.118968,-0.152543,0.102477,-0.0566884,0.69191,0.66591,1.05471,0.827258,-1.21763,-1.31171,-1.11739,-1.40134,-0.191765,-0.163922,-0.0265768,0.357271,2.55489,1.34741,0.939734,0.427335,-0.506219,1.56225,1.9569,1.10398,
0.423237,-2.99424,0.376881,3.32044,-0.328362,-7.21644,-1.26522,3.32923,9.23685,-3.19306,-0.410839,6.33491,0,0,0,0,0,0,0,0,0,0,0,0,0.0444723,-0.0835993,0.0841105,-0.0876675,0.734685,1.00897,1.08161,0.784791,-1.51337,-1.34479,-1.23138,-1.49667,0.0622125,-0.202634,0.100856,0.0460638,0.770783,0.743829,1.04811,0.964326,-1.151,-1.43967,-1.20723,-1.24477,0.0405328,0.0367539,0.0835256,0.045681,2.46162,1.17586,0.855342,2.31827,-0.355503,1.64175,2.02914,-0.0745137,
-1.25856,-2.09328,-0.30962,4.26309,-1.48576,-5.2085,-2.21772,4.03732,10.5592,-3.57176,-2.96332,8.62348,0,0,0,0,0,0,0,0,0,0,0,0,0.0474834,-0.0911887,0.0847906,-0.0865216,0.785187,1.01123,1.09688,0.828615,-1.52139,-1.33492,-1.19445,-1.49513,0.0016089,-0.197556,0.071251,0.0847722,0.773672,0.769017,1.02148,1.02924,-1.1079,-1.50416,-1.29135,-1.14832,0.223385,-1.13179,-0.0577379,0.0385133,2.39577,-1.69348,0.66575,1.95653,-0.443806,-1.31871,1.08173,0.0935345,
-3.68375,-1.10076,0.422658,4.69396,-3.2598,-3.07893,-2.5305,4.13883,10.933,-2.40988,-2.77153,9.52222,0,0,0,0,0,0,0,0,0,0,0,0,0.0533176,-0.12193,0.0777094,-0.0858538,0.832535,0.947625,1.10973,0.865385,-1.53018,-1.39334,-1.21437,-1.49229,-0.0874651,-0.203739,0.0880401,0.102298,0.748807,0.729768,1.01738,1.06598,-1.10104,-1.56575,-1.36575,-1.10781,0.328358,-1.88893,-0.328782,0.0196622,2.33322,-4.73496,0.443662,1.75212,-0.409462,-3.80095,-2.02592,0.179506,
-4.4304,0.163291,0.623167,5.24842,-6.16723,-1.24259,-2.40741,4.0101,11.6733,-0.006464,-3.30206,10.5077,0,0,0,0,0,0,0,0,0,0,0,0,0.0591238,-0.159716,0.0688197,-0.0867464,0.879926,0.82785,1.11598,0.90112,-1.53627,-1.47989,-1.27237,-1.48762,-0.115294,-0.185608,0.0822204,0.12007,0.676466,0.653949,1.02092,1.09537,-1.07224,-1.56669,-1.46907,-1.06251,0.139899,-1.62117,-0.576302,-0.156006,2.16146,-6.20988,0.0618053,1.69237,-0.145161,-4.32717,-3.2309,0.23997,
-3.93845,0.469085,0.981821,5.1172,-7.94265,0.449446,-1.68599,2.99428,11.3537,1.07295,-3.35371,10.3738,0,0,0,0,0,0,0,0,0,0,0,0,0.0613002,-0.180852,0.0578194,-0.0893533,0.920788,0.700476,1.11111,0.935058,-1.53483,-1.54029,-1.35589,-1.48134,-0.094566,-0.17062,0.0889254,0.113456,0.641546,0.593156,1.01892,1.08886,-1.07489,-1.53681,-1.58741,-1.05848,0.0835964,-0.426605,-0.408343,-0.0939573,1.92319,-6.26487,-1.23748,1.70171,0.289371,-1.97184,-4.86895,0.39511,
-2.96204,0.0119095,1.33157,4.37515,-9.51716,1.80355,-0.865145,1.69695,10.0071,1.47119,-2.08843,9.54868,0,0,0,0,0,0,0,0,0,0,0,0,0.0633817,-0.174268,0.0517027,-0.0896915,0.9584,0.58452,1.06853,0.971609,-1.52258,-1.55533,-1.47229,-1.47109,-0.0523294,-0.154896,0.101114,0.0867637,0.611148,0.561774,0.982027,1.07454,-1.10547,-1.49076,-1.67765,-1.07723,0.138519,0.944785,-0.192573,0.0724668,1.67173,-4.74442,-2.59483,1.75281,0.840961,0.285967,-6.09089,0.595389,
-1.80264,-0.649913,1.20495,3.50969,-10.2659,2.14136,0.0286323,0.790332,8.25458,2.3549,-0.381495,8.5815,0,0,0,0,0,0,0,0,0,0,0,0,0.0662377,-0.146254,0.0496943,-0.0872674,0.990641,0.509612,1.00375,1.00831,-1.49929,-1.53314,-1.58865,-1.45599,-0.00272798,-0.140406,0.0980866,0.0565492,0.608299,0.544614,0.937044,1.07403,-1.1428,-1.40467,-1.70831,-1.09566,0.157002,1.59224,0.00971021,0.171454,1.41476,-2.53264,-3.39259,1.70519,1.31538,1.71355,-5.22023,0.853347,
-0.715731,-1.19105,0.926835,2.59364,-10.1137,1.56614,0.795842,0.196251,6.57825,3.13962,1.27953,7.11288,0,0,0,0,0,0,0,0,0,0,0,0,0.0688721,-0.115787,0.0505855,-0.0838706,1.01646,0.476287,0.933159,1.04081,-1.46943,-1.47617,-1.66709,-1.43596,0.042779,-0.134825,0.0882494,0.0234369,0.635636,0.520429,0.895183,1.07915,-1.17387,-1.27674,-1.67462,-1.12852,0.126804,1.43018,0.029521,0.178089,1.18642,-0.925155,-3.49048,1.52445,1.62156,3.69218,-2.93583,1.1463,
-0.47576,-0.849281,0.463125,0.197038,-9.70093,-0.504056,1.6335,-2.94679,3.62337,8.13381,2.87372,3.08733,0,0,0,0,0,0,0,0,0,0,0,0,0.0740225,-0.10507,0.0532897,-0.0778686,1.03936,0.5177,0.866753,1.06936,-1.43295,-1.48627,-1.69185,-1.40747,0.0664473,-0.127886,0.0796259,-0.0578616,0.671308,0.556344,0.878709,0.975897,-1.24948,-1.19028,-1.57343,-1.25186,0.572758,0.557734,0.390558,0.606273,0.999096,2.94034,-2.6692,1.22041,1.92681,-1.46838,0.17349,1.60573,
0.943106,-0.250587,-1.31024,-1.80535,-7.99152,-0.616251,3.39709,-3.89593,-2.37198,9.61116,5.63213,-0.866773,0,0,0,0,0,0,0,0,0,0,0,0,0.0869426,-0.0920231,0.0587521,-0.0645578,1.05671,0.574103,0.82403,1.09148,-1.39004,-1.50883,-1.64895,-1.37182,0.136682,-0.0894881,0.0059597,-0.124801,0.751739,0.603858,0.928767,0.955947,-1.43799,-1.14218,-1.35086,-1.36853,0.600768,0.627923,-0.0191489,0.598534,0.73444,2.72024,-1.55736,1.01499,2.34613,-0.889741,3.64029,1.89817,
1.8242,1.57348,-2.99571,-2.06102,-6.86823,-0.443907,4.37041,-3.0515,-4.38074,10.6993,10.4415,-2.82347,0,0,0,0,0,0,0,0,0,0,0,0,0.0971248,-0.080109,0.0566673,-0.0542442,1.06702,0.62929,0.821994,1.1111,-1.35274,-1.52411,-1.57094,-1.33565,0.175021,-0.00887482,-0.0551959,-0.130182,0.793339,0.66278,1.03989,1.00432,-1.51755,-1.11018,-1.14879,-1.42407,0.246422,0.414739,0.398265,0.325132,0.0526336,2.5623,2.15376,0.764129,0.521113,-0.702202,0.223966,1.22614,
1.3693,3.10219,-3.7435,-1.15437,-4.86638,-1.72674,5.08162,-1.52437,-2.92269,12.1912,12.1031,-1.80407,0,0,0,0,0,0,0,0,0,0,0,0,0.105385,-0.0774879,0.0600903,-0.05881,1.03639,0.680641,0.859452,1.10984,-1.3886,-1.54052,-1.5604,-1.34769,0.178423,0.0460579,-0.0884416,-0.122157,0.769832,0.658776,1.09413,1.02337,-1.57501,-1.0687,-1.06378,-1.45953,0.913289,-0.0270847,0.0604018,-0.858598,-3.59527,2.36022,1.57069,-1.27492,-3.47504,-0.791497,0.624568,-1.98372,
0.414356,3.44914,-3.99164,-0.893769,-2.75937,-3.3843,4.55843,-0.760368,-1.61957,12.5011,11.996,-1.13801,0,0,0,0,0,0,0,0,0,0,0,0,0.126415,-0.0774819,0.0626257,-0.0774425,0.938107,0.726162,0.889489,1.0695,-1.46898,-1.55257,-1.54687,-1.40025,0.167576,0.0624998,-0.0918018,-0.126884,0.701443,0.634761,1.1017,0.993204,-1.61678,-1.05998,-1.05335,-1.50522,1.22933,0.100796,0.2619,-0.684558,-6.31444,2.19853,1.49385,-2.29422,-4.15096,-0.372769,0.68405,-2.97254,
0.0590282,3.30688,-3.9035,-0.766582,0.0870163,-4.19792,3.39655,-0.413995,0.166669,11.7854,13.5995,-0.564386,0,0,0,0,0,0,0,0,0,0,0,0,0.143924,-0.0743604,0.0695777,-0.0863311,0.790556,0.770639,0.921844,1.02109,-1.54931,-1.55389,-1.53234,-1.45925,0.152752,0.0615076,-0.0791296,-0.124257,0.648084,0.643705,1.08999,0.95403,-1.61243,-1.07798,-0.974737,-1.53194,0.323368,0.179639,0.371645,-0.363112,-7.29762,2.04912,1.61408,-2.52507,-3.48971,0.224807,0.681383,-2.50567,
-0.340925,5.63694,-5.77633,-1.21599,2.2178,-5.83568,3.06607,-0.507794,1.2522,8.66062,13.5411,-0.28493,0,0,0,0,0,0,0,0,0,0,0,0,0.138509,-0.0710466,0.07698,-0.0910627,0.653557,0.810077,0.954183,0.968957,-1.59778,-1.54386,-1.51684,-1.50053,0.108822,0.156953,-0.147112,-0.141008,0.61841,0.614357,1.10755,0.895423,-1.57903,-1.18305,-0.956539,-1.54712,-0.802503,0.126096,0.348071,-0.0652844,-6.19293,1.88532,1.53618,-2.66113,-1.56719,0.719331,0.933009,-1.75968,
0.881854,5.4369,-6.28592,-1.22795,3.10232,-6.45008,2.69013,0.160224,1.93452,7.00935,12.5506,-0.0385907,0,0,0,0,0,0,0,0,0,0,0,0,0.110182,-0.0700096,0.081503,-0.093401,0.551821,0.847928,0.984001,0.910771,-1.6075,-1.52631,-1.49265,-1.52649,0.109712,0.147179,-0.168766,-0.146793,0.606458,0.624242,1.1175,0.858998,-1.52284,-1.2284,-0.963393,-1.54651,-1.78718,-0.0143635,0.0584122,-0.213726,-3.47276,1.71582,1.29483,-2.9091,0.363793,0.876817,1.36135,-0.923569,
2.38305,4.21334,-5.56701,-1.27572,2.73152,-6.69797,2.19577,0.862253,2.86893,6.21174,10.8494,0.245155,0,0,0,0,0,0,0,0,0,0,0,0,0.0758671,-0.0697805,0.0807028,-0.0975872,0.510386,0.880861,1.00787,0.854424,-1.5787,-1.50922,-1.462,-1.53881,0.140786,0.0992296,-0.144959,-0.153053,0.602127,0.644771,1.1176,0.835127,-1.41823,-1.24479,-0.994321,-1.53706,-1.52017,0.0238303,-0.149067,-0.221859,-0.876017,1.59148,1.0947,-2.68936,2.28541,0.797871,1.68501,-0.403102,
2.29031,3.01798,-4.1994,-1.24597,1.79125,-6.96609,1.78661,1.38206,1.81535,6.35885,8.80615,0.600358,0,0,0,0,0,0,0,0,0,0,0,0,0.0590054,-0.0673326,0.0771688,-0.100581,0.509775,0.911832,1.02838,0.807424,-1.5038,-1.49488,-1.42624,-1.5414,0.147423,0.0575827,-0.0947645,-0.152711,0.594247,0.663645,1.1193,0.822675,-1.33514,-1.22796,-1.03678,-1.51571,-0.15973,0.209799,-0.197861,-0.11452,0.641132,1.52282,0.972817,-2.00159,4.80233,0.628305,1.86075,0.0837035,
2.89031,1.21841,-2.19769,-0.653618,-0.893558,-6.20077,0.294055,0.769164,5.42623,5.6676,6.54148,-0.124596,0,0,0,0,0,0,0,0,0,0,0,0,0.0644474,-0.0625571,0.0713218,-0.104127,0.555892,0.943377,1.04847,0.777094,-1.4901,-1.48231,-1.3859,-1.53311,0.1866,-0.0105866,-0.0251519,-0.136732,0.574163,0.724806,1.08027,0.790213,-1.28954,-1.2417,-1.08476,-1.52437,0.32701,0.161709,-0.428302,-0.322999,2.70063,1.47301,1.00216,-0.882406,-0.824082,0.695205,1.9744,0.686541,
2.54716,-0.105903,-0.53313,-0.338996,-2.26358,-6.35643,-1.01854,0.408702,5.87241,5.28569,4.5116,0.239734,0,0,0,0,0,0,0,0,0,0,0,0,0.0719295,-0.0586245,0.0621339,-0.107692,0.609456,0.971534,1.06925,0.769203,-1.50175,-1.4654,-1.34551,-1.52404,0.183046,-0.0572671,0.0323125,-0.120157,0.571878,0.743829,1.04937,0.782589,-1.27486,-1.23416,-1.12368,-1.50956,0.461504,0.27968,-0.424812,0.0547655,2.64824,1.3276,1.04333,-0.148103,-0.4004,0.990632,2.06848,0.244907,
1.90255,-1.24328,0.735772,-0.117428,-3.39767,-6.81199,-2.19143,0.766175,6.62621,4.08382,2.62323,0.694153,0,0,0,0,0,0,0,0,0,0,0,0,0.0831181,-0.0512404,0.0542373,-0.10134,0.663567,0.997484,1.09026,0.767235,-1.50601,-1.44161,-1.30052,-1.51475,0.1706,-0.0930723,0.0770577,-0.0954414,0.577677,0.748168,1.02151,0.796749,-1.24171,-1.25314,-1.1513,-1.47519,0.569025,0.394954,-0.330527,0.529809,2.50087,1.15819,0.945203,-0.0566322,-0.0370633,1.25594,2.21455,0.589835,
3.95834,-3.33277,1.09154,0.662466,-3.07846,-6.91991,-2.16031,2.68768,10.1557,-2.70721,-0.633082,3.52967,0,0,0,0,0,0,0,0,0,0,0,0,0.0934416,-0.0441474,0.0474284,-0.0876687,0.711452,1.01953,1.10745,0.767412,-1.50327,-1.41479,-1.2545,-1.49567,0.260523,-0.171626,0.0839376,-0.044258,0.634155,0.763935,1.0365,0.877998,-1.09138,-1.49489,-1.23221,-1.32958,0.437387,0.291621,-0.357615,0.845603,2.29205,1.06026,0.773056,0.153913,0.282963,1.40959,2.38051,1.24487,
2.44948,-3.51559,0.599584,1.38069,-3.53931,-6.47353,-1.90926,2.56485,11.3637,-3.38289,-3.00491,6.23875,0,0,0,0,0,0,0,0,0,0,0,0,0.103405,-0.0467184,0.0398329,-0.0901946,0.755822,1.02194,1.12283,0.798801,-1.49607,-1.40329,-1.21244,-1.49003,0.215568,-0.204507,0.0570573,-0.0353859,0.657755,0.729203,1.05987,0.931577,-1.03548,-1.55294,-1.30285,-1.23305,0.709195,-0.858243,-0.337952,-0.0209494,2.17526,-1.68957,0.670797,1.50912,0.302241,-0.716624,1.48922,0.371606,
-0.120229,-1.72026,0.90154,1.23846,-3.30111,-2.28314,-1.79316,3.58868,11.47,-1.38412,-3.07773,9.57026,0,0,0,0,0,0,0,0,0,0,0,0,0.120744,-0.0839154,0.030274,-0.0910502,0.800177,0.942198,1.13577,0.827047,-1.48897,-1.44539,-1.22786,-1.48209,0.132469,-0.205877,0.0570755,-0.0447874,0.709081,0.733533,1.06387,0.995519,-1.02158,-1.55958,-1.39849,-1.09259,0.826704,-2.65757,-0.463007,-0.163778,2.04745,-5.86695,-0.00891671,1.24624,0.429884,-2.94139,-2.376,0.334309,
-1.48481,-0.352943,1.51186,1.79043,-6.47442,0.168267,-2.88436,3.4841,12.0284,0.483012,-3.39697,10.1646,0,0,0,0,0,0,0,0,0,0,0,0,0.138885,-0.135184,0.0185807,-0.0947284,0.84008,0.805944,1.14605,0.850737,-1.47717,-1.50408,-1.27823,-1.47529,0.0977945,-0.193849,0.0693248,-0.0280255,0.620077,0.673442,1.03689,1.01424,-0.980505,-1.54244,-1.49786,-1.06296,0.915128,-2.22737,-0.48651,-0.245708,1.94868,-6.96162,0.31093,1.20676,0.776392,-2.88377,-4.1875,0.287096,
-1.84175,0.239205,2.00274,2.53455,-9.50291,1.4851,-2.50068,2.99827,11.3605,1.17797,-3.16147,9.98943,0,0,0,0,0,0,0,0,0,0,0,0,0.159869,-0.172161,0.0102189,-0.103693,0.885601,0.654162,1.13522,0.881523,-1.44863,-1.55058,-1.38596,-1.46757,0.101817,-0.176424,0.0936924,-0.0107794,0.538954,0.612494,1.00238,1.02662,-0.963987,-1.51777,-1.6042,-1.06098,0.780911,-0.691582,0.168206,-0.423432,1.6735,-5.05356,-1.64059,1.25834,1.51137,-0.715401,-4.58938,0.351036,
